Tools,Port 10: NDI 080051  s/n:3A997400 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345176,1,OK,0.9952244,-0.0471649,-0.0854627,0,39.784,-11.435,-69.922,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345184,1,OK,0.9951512,-0.044332,-0.0877998,0,42.489,-8.969,-69.91,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345192,1,OK,0.9951801,-0.0427624,-0.0882497,0,45.052,-6.242,-69.715,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345200,1,OK,0.9951735,-0.042599,-0.0884024,0,47.179,-3.64,-69.598,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345208,1,OK,0.9951458,-0.0421667,-0.0889206,0,49.064,-0.956,-69.52,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345216,1,OK,0.9952548,-0.0403006,-0.0885653,0,50.715,1.999,-69.334,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345224,1,OK,0.995381,-0.0413404,-0.0866469,0,51.789,4.734,-69.214,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345232,1,OK,0.9955371,-0.0402817,-0.085342,0,52.386,7.549,-69.148,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345240,1,OK,0.9955279,-0.0401595,-0.0855068,0,52.679,10.207,-69.11,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345248,1,OK,0.9957678,-0.0398476,-0.0828166,0,52.456,12.829,-69.089,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345256,1,OK,0.9959191,-0.0407262,-0.0805394,0,52.066,15.299,-69.02,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345264,1,OK,0.9961272,-0.0401651,-0.0782134,0,51.414,17.741,-68.99,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345272,1,OK,0.9963085,-0.039885,-0.0760166,0,50.698,20.047,-69.011,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345280,1,OK,0.9965027,-0.0443722,-0.0708055,0,49.646,21.779,-69.194,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345288,1,OK,0.9966161,-0.0421576,-0.0705622,0,48.36,23.936,-69.2,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345296,1,OK,0.9966228,-0.0435528,-0.0696149,0,46.589,25.639,-69.104,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345304,1,OK,0.9966418,-0.0438586,-0.0691489,0,44.809,27.253,-69.03,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345312,1,OK,0.9966336,-0.0434186,-0.0695433,0,42.999,28.662,-68.903,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345320,1,OK,0.9966436,-0.0431339,-0.0695766,0,41.217,29.809,-68.947,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345328,1,OK,0.9966655,-0.0431012,-0.0692836,0,39.307,30.849,-68.93,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345336,1,OK,0.9967578,-0.0422099,-0.0685001,0,37.226,31.69,-68.803,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345344,1,OK,0.9966486,-0.039418,-0.071679,0,35.635,32.351,-68.82,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345352,1,OK,0.9967554,-0.0427985,-0.0681688,0,33.078,32.467,-68.871,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345360,1,OK,0.9967092,-0.0419047,-0.0693891,0,30.863,32.907,-68.837,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345368,1,OK,0.9968435,-0.0419367,-0.0674125,0,28.074,33.057,-68.831,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345376,1,OK,0.9967429,-0.0413378,-0.0692437,0,25.018,33.143,-68.899,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345384,1,OK,0.9967533,-0.0425392,-0.0683613,0,21.887,32.84,-68.861,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345392,1,OK,0.9968959,-0.04267,-0.0661654,0,19.132,32.623,-68.891,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345400,1,OK,0.9969089,-0.0431058,-0.0656854,0,16.43,32.441,-68.999,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345408,1,OK,0.996689,-0.046707,-0.0665538,0,13.751,31.896,-69.267,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345416,1,OK,0.9968118,-0.0471061,-0.0643988,0,10.935,31.514,-69.152,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345424,1,OK,0.9968598,-0.0488291,-0.0623392,0,8.395,30.993,-69.216,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345432,1,OK,0.9967851,-0.0508488,-0.0619182,0,5.907,30.322,-69.399,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345440,1,OK,0.9968727,-0.0513739,-0.060046,0,3.318,29.818,-69.188,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345448,1,OK,0.9963982,-0.0576498,-0.0621855,0,1.195,28.846,-69.764,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345456,1,OK,0.9967435,-0.0519018,-0.0617134,0,-1.386,28.298,-69.767,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345464,1,OK,0.9967143,-0.056965,-0.057581,0,-4.13,27.143,-69.514,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345472,1,OK,0.9960623,-0.0634261,-0.0619434,0,-6.287,25.951,-70.2,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345480,1,OK,0.9967166,-0.0563072,-0.0581856,0,-8.628,25.174,-69.962,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345488,1,OK,0.9966467,-0.0597615,-0.0558914,0,-10.839,23.664,-70.104,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345496,1,OK,0.9966803,-0.0592834,-0.0558027,0,-12.729,22.1,-70.451,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345504,1,OK,0.9968138,-0.0585513,-0.0541666,0,-14.755,20.227,-70.501,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345512,1,OK,0.9967775,-0.0581171,-0.0552896,0,-16.474,18.606,-70.525,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345520,1,OK,0.996707,-0.0595724,-0.0550117,0,-18.112,16.547,-70.723,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345528,1,OK,0.9967009,-0.0607631,-0.0538064,0,-19.264,14.535,-70.799,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345536,1,OK,0.9966501,-0.0613919,-0.0540334,0,-20.289,12.483,-71.003,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345544,1,OK,0.9965579,-0.0616241,-0.0554511,0,-21.226,10.224,-71.14,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345552,1,OK,0.9964984,-0.0617543,-0.0563682,0,-22.049,8.01,-71.192,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345560,1,OK,0.9963727,-0.0629364,-0.0572754,0,-22.787,5.483,-71.258,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345568,1,OK,0.9963664,-0.0627674,-0.0575701,0,-23.348,2.958,-71.367,0,0
1,Port 10: NDI 080051  s/n:3A997400 Channel:0,345576,1,OK,0.9964615,-0.0620807,-0.0566616,0,-23.456,0.469,-71.264,0,0
